school_name,state,hbcu_bool,land_grant_bool,staff,staff_black,staff_black_pct
The University of Alabama,AL,False,False,1252,75,0.05990415335463258785942492013
The University of Montana,MT,False,False,575,2,0.003478260869565217391304347826
The University of Montana-Western,MT,False,False,79,0,0
The University of Tennessee-Chattanooga,TN,False,False,465,32,0.06881720430107526881720430108
The University of Tennessee-Knoxville,TN,False,True,2116,87,0.04111531190926275992438563327
The University of Tennessee-Martin,TN,False,False,281,14,0.04982206405693950177935943060
The University of Texas at Arlington,TX,False,False,858,37,0.04312354312354312354312354312
The University of Texas at Austin,TX,False,False,2752,103,0.03742732558139534883720930233
The University of Texas at Brownsville,TX,False,False,350,25,0.07142857142857142857142857143
The University of Texas at Dallas,TX,False,False,695,13,0.01870503597122302158273381295
The University of Texas at El Paso,TX,False,False,685,9,0.01313868613138686131386861314
The University of Texas at San Antonio,TX,False,False,905,33,0.03646408839779005524861878453
The University of Texas at Tyler,TX,False,False,294,14,0.04761904761904761904761904762
The University of Texas Health Science Center at Houston,TX,False,False,1411,79,0.05598866052445074415308291991
The University of Texas Health Science Center at San Antonio,TX,False,False,1264,31,0.02452531645569620253164556962
The University of Texas MD Anderson Cancer Center,TX,False,False,1022,46,0.04500978473581213307240704501
The University of Texas Medical Branch,TX,False,False,456,17,0.03728070175438596491228070175
The University of Texas of the Permian Basin,TX,False,False,118,1,0.008474576271186440677966101695
The University of Texas-Pan American,TX,False,False,690,21,0.03043478260869565217391304348
The University of Virginia's College at Wise,VA,False,False,92,3,0.03260869565217391304347826087
The University of West Florida,FL,False,False,312,14,0.04487179487179487179487179487
Towson University,MD,False,False,870,44,0.05057471264367816091954022989
Troy University,AL,False,False,491,42,0.08553971486761710794297352342
Truman State University,MO,False,False,312,2,0.006410256410256410256410256410
United States Air Force Academy,CO,False,False,168,0,0
United States Coast Guard Academy,CT,False,False,157,7,0.04458598726114649681528662420
United States Merchant Marine Academy,NY,False,False,114,2,0.01754385964912280701754385965
United States Military Academy,NY,False,False,205,5,0.02439024390243902439024390244
United States Naval Academy,MD,False,False,370,12,0.03243243243243243243243243243
University at Buffalo,NY,False,False,1537,39,0.02537410540013012361743656474
University of Akron Main Campus,OH,False,False,780,38,0.04871794871794871794871794872
University of Alabama at Birmingham,AL,False,False,2244,135,0.06016042780748663101604278075
University of Alabama in Huntsville,AL,False,False,312,14,0.04487179487179487179487179487
University of Alaska Anchorage,AK,False,False,546,6,0.01098901098901098901098901099
University of Alaska Fairbanks,AK,False,True,416,3,0.007211538461538461538461538462
University of Alaska Southeast,AK,False,False,100,1,0.01
University of Arizona,AZ,False,True,1790,25,0.01396648044692737430167597765
University of Arkansas,AR,False,True,1094,37,0.03382084095063985374771480804
University of Arkansas at Little Rock,AR,False,False,471,21,0.04458598726114649681528662420
University of Arkansas at Monticello,AR,False,False,157,6,0.03821656050955414012738853503
University of Arkansas at Pine Bluff,AR,True,True,159,98,0.6163522012578616352201257862
University of Arkansas for Medical Sciences,AR,False,False,221,7,0.03167420814479638009049773756
University of Arkansas-Fort Smith,AR,False,False,239,9,0.03765690376569037656903765690
University of Baltimore,MD,False,False,197,18,0.09137055837563451776649746193
University of California-Berkeley,CA,False,True,1649,48,0.02910855063674954517889630079
University of California-Davis,CA,False,True,2096,40,0.01908396946564885496183206107
University of California-Hastings College of Law,CA,False,False,68,5,0.07352941176470588235294117647
University of California-Irvine,CA,False,False,1566,37,0.02362707535121328224776500639
University of California-Los Angeles,CA,False,False,3104,82,0.02641752577319587628865979381
University of California-Merced,CA,False,False,269,5,0.01858736059479553903345724907
University of California-Riverside,CA,False,True,721,25,0.03467406380027739251040221914
University of California-San Diego,CA,False,False,2016,39,0.01934523809523809523809523810
University of California-San Francisco,CA,False,False,1924,43,0.02234927234927234927234927235
University of California-Santa Barbara,CA,False,False,899,20,0.02224694104560622914349276974
University of California-Santa Cruz,CA,False,False,553,12,0.02169981916817359855334538879
University of Central Arkansas,AR,False,False,533,24,0.04502814258911819887429643527
University of Central Florida,FL,False,False,1174,46,0.03918228279386712095400340716
University of Central Missouri,MO,False,False,467,17,0.03640256959314775160599571734
University of Central Oklahoma,OK,False,False,488,13,0.02663934426229508196721311475
University of Cincinnati-Blue Ash College,OH,False,False,153,5,0.03267973856209150326797385621
University of Cincinnati-Clermont College,OH,False,False,98,2,0.02040816326530612244897959184
University of Cincinnati-Main Campus,OH,False,False,1654,75,0.04534461910519951632406287787
University of Colorado Boulder,CO,False,False,1411,27,0.01913536498936924167257264352
University of Colorado Colorado Springs,CO,False,False,398,7,0.01758793969849246231155778894
University of Colorado Denver,CO,False,False,3121,37,0.01185517462351810317206023710
University of Connecticut,CT,False,True,1896,56,0.02953586497890295358649789030
University of Delaware,DE,False,True,1112,46,0.04136690647482014388489208633
University of Florida,FL,False,True,2502,87,0.03477218225419664268585131894
University of Georgia,GA,False,True,1894,109,0.05755015839493136219640971489
University of Guam,GU,False,True,139,2,0.01438848920863309352517985612
University of Hawaii at Hilo,HI,False,False,221,1,0.004524886877828054298642533937
University of Hawaii at Manoa,HI,False,True,1281,16,0.01249024199843871975019516003
University of Hawaii Maui College,HI,False,False,93,2,0.02150537634408602150537634409
University of Hawaii-West Oahu,HI,False,False,54,4,0.07407407407407407407407407407
University of Houston,TX,False,False,1298,48,0.03697996918335901386748844376
University of Houston-Clear Lake,TX,False,False,250,15,0.06
University of Houston-Downtown,TX,False,False,320,29,0.090625
University of Houston-Victoria,TX,False,False,123,3,0.02439024390243902439024390244
University of Idaho,ID,False,True,550,5,0.009090909090909090909090909091
University of Illinois at Chicago,IL,False,False,1788,101,0.05648769574944071588366890380
University of Illinois at Springfield,IL,False,False,209,8,0.03827751196172248803827751196
University of Illinois at Urbana-Champaign,IL,False,True,2176,97,0.04457720588235294117647058824
University of Iowa,IA,False,False,2224,53,0.02383093525179856115107913669
University of Kansas,KS,False,False,2066,63,0.03049370764762826718296224589
University of Kentucky,KY,False,True,1662,62,0.03730445246690734055354993983
University of Louisiana at Lafayette,LA,False,False,605,34,0.05619834710743801652892561983
University of Louisiana at Monroe,LA,False,False,297,16,0.05387205387205387205387205387
University of Louisville,KY,False,False,1774,99,0.05580608793686583990980834273
University of Maine,ME,False,True,489,4,0.008179959100204498977505112474
University of Maine at Augusta,ME,False,False,93,0,0
University of Maine at Farmington,ME,False,False,119,1,0.008403361344537815126050420168
University of Maine at Fort Kent,ME,False,False,33,1,0.03030303030303030303030303030
University of Maine at Machias,ME,False,False,32,0,0
University of Maine at Presque Isle,ME,False,False,46,0,0
University of Mary Washington,VA,False,False,245,9,0.03673469387755102040816326531
University of Maryland Eastern Shore,MD,True,True,215,74,0.3441860465116279069767441860
University of Maryland-Baltimore,MD,False,False,1768,153,0.08653846153846153846153846154
University of Maryland-Baltimore County,MD,False,False,505,27,0.05346534653465346534653465347
University of Maryland-College Park,MD,False,True,1694,79,0.04663518299881936245572609209
University of Maryland-University College,MD,False,False,214,15,0.07009345794392523364485981308
University of Massachusetts Medical School Worcester,MA,False,False,1316,24,0.01823708206686930091185410334
University of Massachusetts-Amherst,MA,False,True,1260,52,0.04126984126984126984126984127
University of Massachusetts-Boston,MA,False,False,602,33,0.05481727574750830564784053156
University of Massachusetts-Dartmouth,MA,False,False,376,15,0.03989361702127659574468085106
University of Massachusetts-Lowell,MA,False,False,541,10,0.01848428835489833641404805915
University of Memphis,TN,False,False,887,80,0.09019165727170236753100338219
University of Michigan-Ann Arbor,MI,False,False,5971,199,0.03332775079551163959135823145
University of Michigan-Dearborn,MI,False,False,325,11,0.03384615384615384615384615385
University of Michigan-Flint,MI,False,False,300,29,0.09666666666666666666666666667
University of Minnesota-Crookston,MN,False,False,74,2,0.02702702702702702702702702703
University of Minnesota-Duluth,MN,False,False,491,14,0.02851323828920570264765784114
University of Minnesota-Morris,MN,False,False,128,1,0.0078125
University of Minnesota-Rochester,MN,False,False,39,2,0.05128205128205128205128205128
University of Minnesota-Twin Cities,MN,False,True,3330,67,0.02012012012012012012012012012
University of Mississippi,MS,False,False,812,51,0.06280788177339901477832512315
University of Mississippi Medical Center,MS,False,False,831,69,0.08303249097472924187725631769
University of Missouri-Columbia,MO,False,True,1853,57,0.03076092822450080949811117107
University of Missouri-Kansas City,MO,False,False,741,41,0.05533063427800269905533063428
University of Missouri-St Louis,MO,False,False,467,35,0.07494646680942184154175588865
University of Montevallo,AL,False,False,136,4,0.02941176470588235294117647059
University of Nebraska at Kearney,NE,False,False,325,3,0.009230769230769230769230769231
University of Nebraska at Omaha,NE,False,False,506,22,0.04347826086956521739130434783
University of Nebraska Medical Center,NE,False,False,413,5,0.01210653753026634382566585956
University of Nebraska-Lincoln,NE,False,True,1236,31,0.02508090614886731391585760518
University of Nevada-Las Vegas,NV,False,False,871,32,0.03673938002296211251435132032
University of Nevada-Reno,NV,False,True,834,14,0.01678657074340527577937649880
University of New Hampshire at Manchester,NH,False,False,28,0,0
University of New Hampshire-Main Campus,NH,False,True,588,11,0.01870748299319727891156462585
University of New Mexico-Main Campus,NM,False,False,1766,36,0.02038505096262740656851642129
University of New Orleans,LA,False,False,289,19,0.06574394463667820069204152249
University of North Alabama,AL,False,False,224,11,0.04910714285714285714285714286
University of North Carolina at Asheville,NC,False,False,219,11,0.05022831050228310502283105023
University of North Carolina at Chapel Hill,NC,False,False,2034,122,0.05998033431661750245821042281
University of North Carolina at Charlotte,NC,False,False,1016,61,0.06003937007874015748031496063
University of North Carolina at Greensboro,NC,False,False,794,44,0.05541561712846347607052896725
University of North Carolina at Pembroke,NC,False,False,306,17,0.05555555555555555555555555556
University of North Carolina School of the Arts,NC,False,False,129,1,0.007751937984496124031007751938
University of North Carolina Wilmington,NC,False,False,625,25,0.04
University of North Dakota,ND,False,False,746,6,0.008042895442359249329758713137
University of North Florida,FL,False,False,472,17,0.03601694915254237288135593220
University of North Georgia,GA,False,False,451,14,0.03104212860310421286031042129
University of North Texas,TX,False,False,1095,45,0.04109589041095890410958904110
University of North Texas Health Science Center,TX,False,False,379,14,0.03693931398416886543535620053
University of Northern Colorado,CO,False,False,504,9,0.01785714285714285714285714286
University of Northern Iowa,IA,False,False,577,16,0.02772963604852686308492201040
University of Oklahoma-Health Sciences Center,OK,False,False,1153,30,0.02601908065915004336513443192
University of Oklahoma-Norman Campus,OK,False,False,1156,29,0.02508650519031141868512110727
University of Oregon,OR,False,False,938,12,0.01279317697228144989339019190
University of Pittsburgh-Bradford,PA,False,False,76,3,0.03947368421052631578947368421
University of Pittsburgh-Greensburg,PA,False,False,80,2,0.025
University of Pittsburgh-Johnstown,PA,False,False,134,4,0.02985074626865671641791044776
University of Pittsburgh-Pittsburgh Campus,PA,False,False,4037,95,0.02353232598464206093633886549
University of Puerto Rico-Aguadilla,PR,False,False,113,0,0
University of Puerto Rico-Arecibo,PR,False,False,185,1,0.005405405405405405405405405405
University of Puerto Rico-Bayamon,PR,False,False,203,0,0
University of Puerto Rico-Carolina,PR,False,False,133,1,0.007518796992481203007518796992
University of Puerto Rico-Cayey,PR,False,False,90,0,0
University of Puerto Rico-Humacao,PR,False,False,205,1,0.004878048780487804878048780488
University of Puerto Rico-Mayaguez,PR,False,True,686,2,0.002915451895043731778425655977
University of Puerto Rico-Medical Sciences,PR,False,False,792,1,0.001262626262626262626262626263
University of Puerto Rico-Ponce,PR,False,False,114,0,0
University of Puerto Rico-Rio Piedras,PR,False,False,984,3,0.003048780487804878048780487805
University of Puerto Rico-Utuado,PR,False,False,74,0,0
University of Rhode Island,RI,False,True,690,17,0.02463768115942028985507246377
University of Science and Arts of Oklahoma,OK,False,False,57,2,0.03508771929824561403508771930
University of South Alabama,AL,False,False,755,38,0.05033112582781456953642384106
University of South Carolina-Aiken,SC,False,False,136,5,0.03676470588235294117647058824
University of South Carolina-Beaufort,SC,False,False,63,1,0.01587301587301587301587301587
University of South Carolina-Columbia,SC,False,False,1507,78,0.05175846051758460517584605176
University of South Carolina-Upstate,SC,False,False,212,18,0.08490566037735849056603773585
University of South Dakota,SD,False,False,443,4,0.009029345372460496613995485327
University of South Florida-Main Campus,FL,False,False,1850,108,0.05837837837837837837837837838
University of South Florida-Sarasota-Manatee,FL,False,False,70,3,0.04285714285714285714285714286
University of South Florida-St Petersburg,FL,False,False,127,5,0.03937007874015748031496062992
University of Southern Indiana,IN,False,False,323,6,0.01857585139318885448916408669
University of Southern Maine,ME,False,False,314,1,0.003184713375796178343949044586
University of Southern Mississippi,MS,False,False,694,25,0.03602305475504322766570605187
University of Texas Southwestern Medical Center,TX,False,False,1546,59,0.03816300129366106080206985770
University of the District of Columbia,DC,True,True,287,123,0.4285714285714285714285714286
University of the District of Columbia-David A Clarke School of Law,DC,False,False,36,11,0.3055555555555555555555555556
University of the Virgin Islands,VI,True,True,110,45,0.4090909090909090909090909091
University of Toledo,OH,False,False,750,23,0.03066666666666666666666666667
University of Utah,UT,False,False,3584,33,0.009207589285714285714285714286
University of Vermont,VT,False,True,1099,27,0.02456778889899909008189262966
University of Virginia-Main Campus,VA,False,False,1940,71,0.03659793814432989690721649485
University of Washington-Bothell Campus,WA,False,False,175,8,0.04571428571428571428571428571
University of Washington-Seattle Campus,WA,False,False,3538,57,0.01611079706048615036743923120
University of Washington-Tacoma Campus,WA,False,False,185,7,0.03783783783783783783783783784
University of West Alabama,AL,False,False,116,15,0.1293103448275862068965517241
University of West Georgia,GA,False,False,510,32,0.06274509803921568627450980392
University of Wisconsin-Eau Claire,WI,False,False,464,10,0.02155172413793103448275862069
University of Wisconsin-Green Bay,WI,False,False,190,4,0.02105263157894736842105263158
University of Wisconsin-La Crosse,WI,False,False,490,7,0.01428571428571428571428571429
University of Wisconsin-Madison,WI,False,True,3297,65,0.01971489232635729451016075220
University of Wisconsin-Milwaukee,WI,False,False,1113,59,0.05300988319856244384546271339
University of Wisconsin-Oshkosh,WI,False,False,430,7,0.01627906976744186046511627907
University of Wisconsin-Parkside,WI,False,False,176,8,0.04545454545454545454545454545
University of Wisconsin-Platteville,WI,False,False,335,14,0.04179104477611940298507462687
University of Wisconsin-River Falls,WI,False,False,242,4,0.01652892561983471074380165289
University of Wisconsin-Stevens Point,WI,False,False,393,5,0.01272264631043256997455470738
University of Wisconsin-Stout,WI,False,False,350,6,0.01714285714285714285714285714
University of Wisconsin-Superior,WI,False,False,132,3,0.02272727272727272727272727273
University of Wisconsin-Whitewater,WI,False,False,474,16,0.03375527426160337552742616034
University of Wyoming,WY,False,True,757,7,0.009247027741083223249669749009
Upstate Medical University,NY,False,False,395,12,0.03037974683544303797468354430
Utah State University,UT,False,True,880,4,0.004545454545454545454545454545
Utah Valley University,UT,False,False,576,5,0.008680555555555555555555555556
Valdosta State University,GA,False,False,484,26,0.05371900826446280991735537190
Valencia College,FL,False,False,475,40,0.08421052631578947368421052632
Valley City State University,ND,False,False,67,0,0
Vermont Technical College,VT,False,False,85,1,0.01176470588235294117647058824
Vincennes University,IN,False,False,228,5,0.02192982456140350877192982456
Virginia Commonwealth University,VA,False,False,2107,105,0.04983388704318936877076411960
Virginia Military Institute,VA,False,False,124,3,0.02419354838709677419354838710
Virginia Polytechnic Institute and State University,VA,False,True,1723,50,0.02901915264074289030760301799
Virginia State University,VA,True,True,296,161,0.5439189189189189189189189189
Washburn University,KS,False,False,278,6,0.02158273381294964028776978417
Washington State University,WA,False,True,1242,12,0.009661835748792270531400966184
Wayne State College,NE,False,False,126,1,0.007936507936507936507936507937
Wayne State University,MI,False,False,1755,115,0.06552706552706552706552706553
Weber State University,UT,False,False,517,6,0.01160541586073500967117988395
West Chester University of Pennsylvania,PA,False,False,636,30,0.04716981132075471698113207547
West Liberty University,WV,False,False,144,1,0.006944444444444444444444444444
West Texas A & M University,TX,False,False,284,6,0.02112676056338028169014084507
West Virginia School of Osteopathic Medicine,WV,False,False,65,1,0.01538461538461538461538461538
West Virginia State University,WV,True,True,119,20,0.1680672268907563025210084034
West Virginia University,WV,False,True,1880,53,0.02819148936170212765957446809
West Virginia University at Parkersburg,WV,False,False,93,1,0.01075268817204301075268817204
West Virginia University Institute of Technology,WV,False,False,80,2,0.025
Western Carolina University,NC,False,False,444,3,0.006756756756756756756756756757
Western Connecticut State University,CT,False,False,213,8,0.03755868544600938967136150235
Western Illinois University,IL,False,False,650,34,0.05230769230769230769230769231
Western Kentucky University,KY,False,False,788,42,0.05329949238578680203045685279
Western Michigan University,MI,False,False,877,35,0.03990877993158494868871151653
Western Nevada College,NV,False,False,43,0,0
Western New Mexico University,NM,False,False,117,2,0.01709401709401709401709401709
Western Oregon University,OR,False,False,221,5,0.02262443438914027149321266968
Western State Colorado University,CO,False,False,111,0,0
Western Washington University,WA,False,False,535,6,0.01121495327102803738317757009
Westfield State University,MA,False,False,232,13,0.05603448275862068965517241379
Wichita State University,KS,False,False,525,10,0.01904761904761904761904761905
William Paterson University of New Jersey,NJ,False,False,399,35,0.08771929824561403508771929825
Winona State University,MN,False,False,327,6,0.01834862385321100917431192661
Winston-Salem State University,NC,True,False,321,159,0.4953271028037383177570093458
Winthrop University,SC,False,False,288,19,0.06597222222222222222222222222
Worcester State University,MA,False,False,201,9,0.04477611940298507462686567164
Wright State University-Main Campus,OH,False,False,861,35,0.04065040650406504065040650407
Youngstown State University,OH,False,False,421,29,0.06888361045130641330166270784
