Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
162,17,000,00000,34384,00000,Herscher village
162,17,000,00000,34423,00000,Hettick village
162,17,000,00000,34449,00000,Heyworth village
162,17,000,00000,34514,00000,Hickory Hills city
162,17,000,00000,34553,00000,Hidalgo village
162,17,000,00000,34670,00000,Highland city
162,17,000,00000,34722,00000,Highland Park city
162,17,000,00000,34865,00000,Highwood city
162,17,000,00000,34982,00000,Hillcrest village
162,17,000,00000,35047,00000,Hillsboro city
162,17,000,00000,35073,00000,Hillsdale village
162,17,000,00000,35086,00000,Hillside village
162,17,000,00000,35203,00000,Hillview village
162,17,000,00000,35268,00000,Hinckley village
162,17,000,00000,35281,00000,Hindsboro village
162,17,000,00000,35307,00000,Hinsdale village
162,17,000,00000,35385,00000,Hodgkins village
162,17,000,00000,35398,00000,Hoffman village
162,17,000,00000,35411,00000,Hoffman Estates village
162,17,000,00000,35515,00000,Holiday Hills village
162,17,000,00000,35671,00000,Hollowayville village
162,17,000,00000,35814,00000,Homer village
162,17,000,00000,35835,00000,Homer Glen village
162,17,000,00000,35866,00000,Hometown city
162,17,000,00000,35879,00000,Homewood village
162,17,000,00000,36061,00000,Hoopeston city
162,17,000,00000,36074,00000,Hooppole village
162,17,000,00000,36126,00000,Hopedale village
162,17,000,00000,36150,00000,Hopewell village
162,17,000,00000,36190,00000,Hopkins Park village
162,17,000,00000,36347,00000,Hoyleton village
162,17,000,00000,36438,00000,Hudson village
162,17,000,00000,36477,00000,Huey village
162,17,000,00000,36516,00000,Hull village
162,17,000,00000,36542,00000,Humboldt village
162,17,000,00000,36568,00000,Hume village
162,17,000,00000,36750,00000,Huntley village
162,17,000,00000,36815,00000,Hurst city
162,17,000,00000,36841,00000,Hutsonville village
162,17,000,00000,37127,00000,Illiopolis village
162,17,000,00000,37179,00000,Ina village
162,17,000,00000,37218,00000,Indian Creek village
162,17,000,00000,37257,00000,Indian Head Park village
162,17,000,00000,37348,00000,Indianola village
162,17,000,00000,37439,00000,Industry village
162,17,000,00000,37608,00000,Inverness village
162,17,000,00000,37621,00000,Iola village
162,17,000,00000,37647,00000,Ipava village
162,17,000,00000,37712,00000,Iroquois village
162,17,000,00000,37738,00000,Irving village
162,17,000,00000,37777,00000,Irvington village
162,17,000,00000,37803,00000,Irwin village
162,17,000,00000,37894,00000,Island Lake village
162,17,000,00000,37907,00000,Itasca village
162,17,000,00000,37933,00000,Iuka village
162,17,000,00000,37998,00000,Ivesdale village
162,17,000,00000,38115,00000,Jacksonville city
162,17,000,00000,38323,00000,Jeffersonville village
162,17,000,00000,38349,00000,Jeisyville village
162,17,000,00000,38375,00000,Jerome village
162,17,000,00000,38414,00000,Jerseyville city
162,17,000,00000,38427,00000,Jewett village
162,17,000,00000,38479,00000,Johnsburg village
162,17,000,00000,38531,00000,Johnsonville village
162,17,000,00000,38544,00000,Johnston City city
162,17,000,00000,38570,00000,Joliet city
162,17,000,00000,38635,00000,Jonesboro city
162,17,000,00000,38674,00000,Joppa village
162,17,000,00000,38739,00000,Joy village
162,17,000,00000,38778,00000,Junction village
162,17,000,00000,38791,00000,Junction City village
162,17,000,00000,38830,00000,Justice village
162,17,000,00000,38856,00000,Kampsville village
162,17,000,00000,38869,00000,Kane village
162,17,000,00000,38895,00000,Kaneville village
162,17,000,00000,38921,00000,Kangley village
162,17,000,00000,38934,00000,Kankakee city
162,17,000,00000,38986,00000,Kansas village
162,17,000,00000,39038,00000,Kappa village
162,17,000,00000,39077,00000,Karnak village
162,17,000,00000,39129,00000,Kaskaskia village
162,17,000,00000,39233,00000,Keenes village
162,17,000,00000,39259,00000,Keensburg village
162,17,000,00000,39298,00000,Keithsburg city
162,17,000,00000,39324,00000,Kell village
162,17,000,00000,39441,00000,Kempton village
162,17,000,00000,39519,00000,Kenilworth village
162,17,000,00000,39532,00000,Kenney village
162,17,000,00000,39727,00000,Kewanee city
162,17,000,00000,39753,00000,Keyesport village
162,17,000,00000,39857,00000,Kilbourne village
162,17,000,00000,39883,00000,Kildeer village
162,17,000,00000,39909,00000,Kincaid village
162,17,000,00000,39922,00000,Kinderhook village
162,17,000,00000,40065,00000,Kingston village
162,17,000,00000,40091,00000,Kingston Mines village
162,17,000,00000,40117,00000,Kinmundy city
162,17,000,00000,40143,00000,Kinsman village
162,17,000,00000,40156,00000,Kirkland village
162,17,000,00000,40182,00000,Kirkwood village
162,17,000,00000,40416,00000,Knoxville city
162,17,000,00000,40559,00000,Lacon city
162,17,000,00000,40598,00000,Ladd village
162,17,000,00000,40676,00000,La Fayette village
162,17,000,00000,40767,00000,La Grange village
162,17,000,00000,40793,00000,La Grange Park village
162,17,000,00000,40832,00000,La Harpe city
162,17,000,00000,40884,00000,Lake Barrington village
162,17,000,00000,40910,00000,Lake Bluff village
162,17,000,00000,41105,00000,Lake Forest city
162,17,000,00000,41183,00000,Lake in the Hills village
162,17,000,00000,41214,00000,Lake Ka-Ho village
162,17,000,00000,41326,00000,Lakemoor village
162,17,000,00000,41586,00000,Lake Villa village
162,17,000,00000,41651,00000,Lakewood village
162,17,000,00000,41742,00000,Lake Zurich village
162,17,000,00000,41794,00000,La Moille village
162,17,000,00000,41859,00000,Lanark city
162,17,000,00000,42028,00000,Lansing village
162,17,000,00000,42080,00000,La Prairie village
162,17,000,00000,42171,00000,La Rose village
162,17,000,00000,42184,00000,LaSalle city
162,17,000,00000,42249,00000,Latham village
162,17,000,00000,42405,00000,Lawrenceville city
162,17,000,00000,42457,00000,Leaf River village
162,17,000,00000,42496,00000,Lebanon city
162,17,000,00000,42587,00000,Lee village
162,17,000,00000,42756,00000,Leland village
162,17,000,00000,42769,00000,Leland Grove city
162,17,000,00000,42795,00000,Lemont village
162,17,000,00000,42834,00000,Lena village
162,17,000,00000,42860,00000,Lenzburg village
162,17,000,00000,42912,00000,Leonore village
162,17,000,00000,42938,00000,Lerna village
162,17,000,00000,42971,00000,Le Roy city
162,17,000,00000,43055,00000,Lewistown city
162,17,000,00000,43094,00000,Lexington city
162,17,000,00000,43133,00000,Liberty village
162,17,000,00000,43250,00000,Libertyville village
162,17,000,00000,43406,00000,Lily Lake village
162,17,000,00000,43445,00000,Lima village
162,17,000,00000,43510,00000,Limestone village
162,17,000,00000,43536,00000,Lincoln city
162,17,000,00000,43666,00000,Lincolnshire village
162,17,000,00000,43744,00000,Lincolnwood village
162,17,000,00000,43770,00000,Lindenhurst village
162,17,000,00000,43900,00000,Lisbon village
162,17,000,00000,43939,00000,Lisle village
162,17,000,00000,43965,00000,Litchfield city
162,17,000,00000,44056,00000,Littleton village
162,17,000,00000,44082,00000,Little York village
162,17,000,00000,44121,00000,Liverpool village
162,17,000,00000,44160,00000,Livingston village
162,17,000,00000,44173,00000,Loami village
162,17,000,00000,44225,00000,Lockport city
162,17,000,00000,44264,00000,Loda village
162,17,000,00000,44381,00000,Lomax village
162,17,000,00000,44407,00000,Lombard village
162,17,000,00000,44446,00000,London Mills village
162,17,000,00000,44498,00000,Long Creek village
162,17,000,00000,44524,00000,Long Grove village
162,17,000,00000,44576,00000,Long Point village
162,17,000,00000,44602,00000,Longview village
162,17,000,00000,44719,00000,Loraine village
162,17,000,00000,44823,00000,Lostant village
162,17,000,00000,44927,00000,Louisville village
162,17,000,00000,45031,00000,Loves Park city
162,17,000,00000,45044,00000,Lovington village
162,17,000,00000,45174,00000,Ludlow village
162,17,000,00000,45278,00000,Lyndon village
162,17,000,00000,45369,00000,Lynnville village
162,17,000,00000,45421,00000,Lynwood village
162,17,000,00000,45434,00000,Lyons village
162,17,000,00000,45525,00000,McClure village
162,17,000,00000,45564,00000,McCook village
162,17,000,00000,45616,00000,McCullom Lake village
162,17,000,00000,45642,00000,Macedonia village
162,17,000,00000,45694,00000,McHenry city
162,17,000,00000,45726,00000,Machesney Park village
162,17,000,00000,45785,00000,Mackinaw village
162,17,000,00000,45811,00000,McLean village
162,17,000,00000,45824,00000,McLeansboro city
162,17,000,00000,45850,00000,McNabb village
162,17,000,00000,45889,00000,Macomb city
162,17,000,00000,45941,00000,Macon city
162,17,000,00000,45993,00000,Madison city
162,17,000,00000,46058,00000,Maeystown village
162,17,000,00000,46110,00000,Magnolia village
162,17,000,00000,46136,00000,Mahomet village
162,17,000,00000,46214,00000,Makanda village
162,17,000,00000,46240,00000,Malden village
162,17,000,00000,46279,00000,Malta village
162,17,000,00000,46331,00000,Manchester village
162,17,000,00000,46357,00000,Manhattan village
162,17,000,00000,46383,00000,Manito village
162,17,000,00000,46422,00000,Manlius village
162,17,000,00000,46487,00000,Mansfield village
162,17,000,00000,46500,00000,Manteno village
162,17,000,00000,46604,00000,Maple Park village
162,17,000,00000,46643,00000,Mapleton village
162,17,000,00000,46695,00000,Maquon village
162,17,000,00000,46786,00000,Marengo city
162,17,000,00000,46825,00000,Marietta village
162,17,000,00000,46864,00000,Marine village
162,17,000,00000,46916,00000,Marion city
162,17,000,00000,46955,00000,Marissa village
162,17,000,00000,46981,00000,Mark village
162,17,000,00000,47007,00000,Markham city
162,17,000,00000,47072,00000,Maroa city
162,17,000,00000,47111,00000,Marquette Heights city
162,17,000,00000,47150,00000,Marseilles city
162,17,000,00000,47163,00000,Marshall city
162,17,000,00000,47254,00000,Martinsville city
162,17,000,00000,47280,00000,Martinton village
162,17,000,00000,47397,00000,Maryville village
162,17,000,00000,47423,00000,Mascoutah city
162,17,000,00000,47449,00000,Mason town
162,17,000,00000,47475,00000,Mason City city
162,17,000,00000,47527,00000,Matherville village
162,17,000,00000,47540,00000,Matteson village
162,17,000,00000,47553,00000,Mattoon city
162,17,000,00000,47592,00000,Maunie village
162,17,000,00000,47774,00000,Maywood village
162,17,000,00000,47787,00000,Mazon village
162,17,000,00000,48021,00000,Mechanicsburg village
162,17,000,00000,48073,00000,Media village
162,17,000,00000,48138,00000,Medora village
162,17,000,00000,48242,00000,Melrose Park village
162,17,000,00000,48268,00000,Melvin village
162,17,000,00000,48307,00000,Mendon village
162,17,000,00000,48333,00000,Mendota city
162,17,000,00000,48359,00000,Menominee village
162,17,000,00000,48424,00000,Meredosia village
162,17,000,00000,48554,00000,Merrionette Park village
162,17,000,00000,48606,00000,Metamora village
162,17,000,00000,48632,00000,Metcalf village
162,17,000,00000,48645,00000,Metropolis city
162,17,000,00000,48671,00000,Mettawa village
162,17,000,00000,48853,00000,Middletown village
162,17,000,00000,48892,00000,Midlothian village
162,17,000,00000,49009,00000,Milan village
162,17,000,00000,49048,00000,Milford village
162,17,000,00000,49100,00000,Millbrook village
162,17,000,00000,49178,00000,Mill Creek village
162,17,000,00000,49191,00000,Milledgeville village
162,17,000,00000,49308,00000,Millington village
162,17,000,00000,49347,00000,Mill Shoals village
162,17,000,00000,49386,00000,Millstadt village
162,17,000,00000,49477,00000,Milton village
162,17,000,00000,49516,00000,Mineral village
162,17,000,00000,49555,00000,Minier village
162,17,000,00000,49568,00000,Minonk city
162,17,000,00000,49607,00000,Minooka village
162,17,000,00000,49802,00000,Modesto village
162,17,000,00000,49854,00000,Mokena village
162,17,000,00000,49867,00000,Moline city
162,17,000,00000,49893,00000,Momence city
162,17,000,00000,49945,00000,Monee village
162,17,000,00000,50010,00000,Monmouth city
162,17,000,00000,50062,00000,Monroe Center village
162,17,000,00000,50218,00000,Montgomery village
162,17,000,00000,50244,00000,Monticello city
162,17,000,00000,50283,00000,Montrose village
162,17,000,00000,50491,00000,Morris city
162,17,000,00000,50530,00000,Morrison city
162,17,000,00000,50543,00000,Morrisonville village
162,17,000,00000,50621,00000,Morton village
162,17,000,00000,50647,00000,Morton Grove village
162,17,000,00000,50751,00000,Mound City city
162,17,000,00000,50777,00000,Mounds city
162,17,000,00000,50790,00000,Mound Station village
162,17,000,00000,50829,00000,Mount Auburn village
162,17,000,00000,50868,00000,Mount Carmel city
162,17,000,00000,50881,00000,Mount Carroll city
162,17,000,00000,50920,00000,Mount Clare village
162,17,000,00000,50933,00000,Mount Erie village
162,17,000,00000,50998,00000,Mount Morris village
162,17,000,00000,51024,00000,Mount Olive city
162,17,000,00000,51089,00000,Mount Prospect village
162,17,000,00000,51128,00000,Mount Pulaski city
162,17,000,00000,51154,00000,Mount Sterling city
162,17,000,00000,51180,00000,Mount Vernon city
162,17,000,00000,51206,00000,Mount Zion village
162,17,000,00000,51232,00000,Moweaqua village
162,17,000,00000,51271,00000,Muddy village
162,17,000,00000,51284,00000,Mulberry Grove village
162,17,000,00000,51336,00000,Muncie village
162,17,000,00000,51349,00000,Mundelein village
162,17,000,00000,51453,00000,Murphysboro city
162,17,000,00000,51479,00000,Murrayville village
162,17,000,00000,51622,00000,Naperville city
162,17,000,00000,51648,00000,Naplate village
162,17,000,00000,51661,00000,Naples town
162,17,000,00000,51700,00000,Nashville city
162,17,000,00000,51726,00000,Nason city
162,17,000,00000,51791,00000,Nauvoo city
162,17,000,00000,51882,00000,Nebo village
162,17,000,00000,51947,00000,Nelson village
162,17,000,00000,51986,00000,Neoga city
162,17,000,00000,51999,00000,Neponset village
162,17,000,00000,52103,00000,Newark village
162,17,000,00000,52116,00000,New Athens village
162,17,000,00000,52142,00000,New Baden village
162,17,000,00000,52155,00000,New Bedford village
162,17,000,00000,52168,00000,New Berlin village
162,17,000,00000,52220,00000,New Boston city
162,17,000,00000,52285,00000,New Burnside village
162,17,000,00000,52311,00000,New Canton town
162,17,000,00000,52415,00000,New Douglas village
162,17,000,00000,52467,00000,New Grand Chain village
162,17,000,00000,52506,00000,New Haven village
162,17,000,00000,52545,00000,New Holland village
162,17,000,00000,52584,00000,New Lenox village
162,17,000,00000,52623,00000,Newman city
162,17,000,00000,52701,00000,New Milford village
162,17,000,00000,52714,00000,New Minden village
162,17,000,00000,52805,00000,New Salem village
162,17,000,00000,52844,00000,Newton city
162,17,000,00000,52961,00000,Niantic village
162,17,000,00000,53000,00000,Niles village
162,17,000,00000,53039,00000,Nilwood town
162,17,000,00000,53143,00000,Noble village
162,17,000,00000,53169,00000,Nokomis city
162,17,000,00000,53195,00000,Nora village
162,17,000,00000,53234,00000,Normal town
162,17,000,00000,53377,00000,Norridge village
162,17,000,00000,53390,00000,Norris village
162,17,000,00000,53403,00000,Norris City village
162,17,000,00000,53442,00000,North Aurora village
162,17,000,00000,53455,00000,North Barrington village
162,17,000,00000,53481,00000,Northbrook village
162,17,000,00000,53559,00000,North Chicago city
162,17,000,00000,53585,00000,North City village
162,17,000,00000,53663,00000,Northfield village
162,17,000,00000,53793,00000,North Henderson village
162,17,000,00000,53871,00000,Northlake city
162,17,000,00000,54092,00000,North Pekin village
162,17,000,00000,54144,00000,North Riverside village
162,17,000,00000,54222,00000,North Utica village
162,17,000,00000,54404,00000,Norwood village
162,17,000,00000,54534,00000,Oak Brook village
162,17,000,00000,54560,00000,Oakbrook Terrace city
162,17,000,00000,54586,00000,Oakdale village
162,17,000,00000,54625,00000,Oakford village
162,17,000,00000,54638,00000,Oak Forest city
162,17,000,00000,54703,00000,Oak Grove village
162,17,000,00000,54781,00000,Oakland city
162,17,000,00000,54820,00000,Oak Lawn village
162,17,000,00000,54885,00000,Oak Park village
162,17,000,00000,55002,00000,Oakwood village
162,17,000,00000,55041,00000,Oakwood Hills village
162,17,000,00000,55106,00000,Oblong village
162,17,000,00000,55132,00000,Oconee village
162,17,000,00000,55171,00000,Odell village
162,17,000,00000,55210,00000,Odin village
162,17,000,00000,55249,00000,O'Fallon city
162,17,000,00000,55275,00000,Ogden village
162,17,000,00000,55353,00000,Oglesby city
162,17,000,00000,55379,00000,Ohio village
162,17,000,00000,55418,00000,Ohlman village
162,17,000,00000,55470,00000,Okawville village
162,17,000,00000,55639,00000,Old Mill Creek village
162,17,000,00000,55717,00000,Old Ripley village
162,17,000,00000,55756,00000,Old Shawneetown village
162,17,000,00000,55899,00000,Olmsted village
162,17,000,00000,55912,00000,Olney city
162,17,000,00000,55938,00000,Olympia Fields village
162,17,000,00000,56003,00000,Omaha village
162,17,000,00000,56081,00000,Onarga village
162,17,000,00000,56159,00000,Oneida city
162,17,000,00000,56237,00000,Oquawka village
162,17,000,00000,56341,00000,Orangeville village
162,17,000,00000,56471,00000,Oreana village
162,17,000,00000,56484,00000,Oregon city
162,17,000,00000,56536,00000,Orient city
162,17,000,00000,56601,00000,Orion village
162,17,000,00000,56627,00000,Orland Hills village
162,17,000,00000,56640,00000,Orland Park village
162,17,000,00000,56887,00000,Oswego village
162,17,000,00000,56926,00000,Ottawa city
162,17,000,00000,56978,00000,Otterville town
162,17,000,00000,57043,00000,Owaneco village
162,17,000,00000,57225,00000,Palatine village
162,17,000,00000,57277,00000,Palestine village
162,17,000,00000,57303,00000,Palmer village
162,17,000,00000,57329,00000,Palmyra village
162,17,000,00000,57381,00000,Palos Heights city
162,17,000,00000,57394,00000,Palos Hills city
162,17,000,00000,57407,00000,Palos Park village
162,17,000,00000,57472,00000,Pana city
162,17,000,00000,57498,00000,Panama village
162,17,000,00000,57524,00000,Panola village
162,17,000,00000,57576,00000,Papineau village
162,17,000,00000,57628,00000,Paris city
162,17,000,00000,57654,00000,Park City city
162,17,000,00000,57693,00000,Parkersburg village
162,17,000,00000,57732,00000,Park Forest village
162,17,000,00000,57875,00000,Park Ridge city
162,17,000,00000,58057,00000,Patoka village
162,17,000,00000,58174,00000,Pawnee village
162,17,000,00000,58226,00000,Paw Paw village
162,17,000,00000,58239,00000,Paxton city
162,17,000,00000,58265,00000,Payson village
162,17,000,00000,58343,00000,Pearl village
162,17,000,00000,58369,00000,Pearl City village
162,17,000,00000,58408,00000,Pecatonica village
162,17,000,00000,58447,00000,Pekin city
162,17,000,00000,59000,00000,Peoria city
162,17,000,00000,59026,00000,Peoria Heights village
162,17,000,00000,59052,00000,Peotone village
162,17,000,00000,59104,00000,Percy village
162,17,000,00000,59156,00000,Perry village
162,17,000,00000,59234,00000,Peru city
162,17,000,00000,59273,00000,Pesotum village
162,17,000,00000,59312,00000,Petersburg city
162,17,000,00000,59520,00000,Phillipstown village
162,17,000,00000,59533,00000,Philo village
162,17,000,00000,59572,00000,Phoenix village
162,17,000,00000,59709,00000,Pierron village
162,17,000,00000,59884,00000,Pinckneyville city
162,17,000,00000,59988,00000,Pingree Grove village
162,17,000,00000,60079,00000,Piper City village
162,17,000,00000,60209,00000,Pittsburg village
162,17,000,00000,60222,00000,Pittsfield city
162,17,000,00000,60287,00000,Plainfield village
162,17,000,00000,60339,00000,Plainville village
162,17,000,00000,60352,00000,Plano city
162,17,000,00000,60391,00000,Plattville village
162,17,000,00000,60534,00000,Pleasant Hill village
162,17,000,00000,60599,00000,Pleasant Plains village
162,17,000,00000,60833,00000,Plymouth village
162,17,000,00000,60872,00000,Pocahontas village
162,17,000,00000,60937,00000,Polo city
162,17,000,00000,61015,00000,Pontiac city
162,17,000,00000,61067,00000,Pontoon Beach village
162,17,000,00000,61080,00000,Pontoosuc village
162,17,000,00000,61145,00000,Poplar Grove village
162,17,000,00000,61216,00000,Port Barrington village
162,17,000,00000,61223,00000,Port Byron village
162,17,000,00000,61314,00000,Posen village
162,17,000,00000,61366,00000,Potomac village
162,17,000,00000,61548,00000,Prairie City village
162,17,000,00000,61639,00000,Prairie du Rocher village
162,17,000,00000,61678,00000,Prairie Grove village
162,17,000,00000,61899,00000,Princeton city
162,17,000,00000,61925,00000,Princeville village
162,17,000,00000,61977,00000,Prophetstown city
162,17,000,00000,62016,00000,Prospect Heights city
162,17,000,00000,62211,00000,Pulaski village
162,17,000,00000,62367,00000,Quincy city
162,17,000,00000,62523,00000,Radom village
162,17,000,00000,62588,00000,Raleigh village
162,17,000,00000,62627,00000,Ramsey village
162,17,000,00000,62744,00000,Rankin village
162,17,000,00000,62757,00000,Ransom village
162,17,000,00000,62783,00000,Rantoul village
162,17,000,00000,62822,00000,Rapids City village
162,17,000,00000,62848,00000,Raritan village
162,17,000,00000,62965,00000,Raymond village
162,17,000,00000,63043,00000,Red Bud city
162,17,000,00000,63056,00000,Reddick village
162,17,000,00000,63069,00000,Redmon village
162,17,000,00000,63420,00000,Reynolds village
162,17,000,00000,63641,00000,Richmond village
162,17,000,00000,63706,00000,Richton Park village
162,17,000,00000,63719,00000,Richview village
162,17,000,00000,63862,00000,Ridge Farm village
162,17,000,00000,64018,00000,Ridgway village
162,17,000,00000,64044,00000,Ridott village
162,17,000,00000,64135,00000,Ringwood village
162,17,000,00000,64148,00000,Rio village
162,17,000,00000,64174,00000,Ripley village
162,17,000,00000,64278,00000,Riverdale village
162,17,000,00000,64304,00000,River Forest village
162,17,000,00000,64343,00000,River Grove village
162,17,000,00000,64421,00000,Riverside village
162,17,000,00000,64486,00000,Riverton village
162,17,000,00000,64538,00000,Riverwoods village
162,17,000,00000,64590,00000,Roanoke village
162,17,000,00000,64616,00000,Robbins village
162,17,000,00000,64655,00000,Roberts village
162,17,000,00000,64707,00000,Robinson city
162,17,000,00000,64746,00000,Rochelle city
162,17,000,00000,64759,00000,Rochester village
162,17,000,00000,64811,00000,Rockbridge village
162,17,000,00000,64837,00000,Rock City village
162,17,000,00000,64902,00000,Rockdale village
162,17,000,00000,64928,00000,Rock Falls city
162,17,000,00000,65000,00000,Rockford city
162,17,000,00000,65078,00000,Rock Island city
162,17,000,00000,65156,00000,Rockton village
162,17,000,00000,65221,00000,Rockwood village
162,17,000,00000,65338,00000,Rolling Meadows city
162,17,000,00000,65442,00000,Romeoville village
162,17,000,00000,65481,00000,Roodhouse city
162,17,000,00000,65611,00000,Roscoe village
162,17,000,00000,65754,00000,Rose Hill village
162,17,000,00000,65806,00000,Roselle village
162,17,000,00000,65819,00000,Rosemont village
162,17,000,00000,65845,00000,Roseville village
162,17,000,00000,65897,00000,Rosiclare city
162,17,000,00000,65962,00000,Rossville village
162,17,000,00000,66027,00000,Round Lake village
162,17,000,00000,66040,00000,Round Lake Beach village
162,17,000,00000,66053,00000,Round Lake Heights village
162,17,000,00000,66066,00000,Round Lake Park village
162,17,000,00000,66131,00000,Roxana village
162,17,000,00000,66157,00000,Royal village
162,17,000,00000,66196,00000,Royal Lakes village
162,17,000,00000,66209,00000,Royalton village
162,17,000,00000,66287,00000,Ruma village
162,17,000,00000,66339,00000,Rushville city
162,17,000,00000,66404,00000,Russellville village
162,17,000,00000,66443,00000,Rutland village
162,17,000,00000,66534,00000,Sadorus village
162,17,000,00000,66599,00000,Sailor Springs village
162,17,000,00000,66638,00000,St. Anne village
162,17,000,00000,66677,00000,St. Augustine village
162,17,000,00000,66703,00000,St. Charles city
162,17,000,00000,66768,00000,St. David village
162,17,000,00000,66794,00000,St. Elmo city
162,17,000,00000,66800,00000,Ste. Marie village
162,17,000,00000,66833,00000,St. Francisville city
162,17,000,00000,66859,00000,St. Jacob village
162,17,000,00000,66924,00000,St. Johns village
162,17,000,00000,66950,00000,St. Joseph village
162,17,000,00000,66989,00000,St. Libory village
162,17,000,00000,67132,00000,St. Peter village
162,17,000,00000,67158,00000,St. Rose village
162,17,000,00000,67236,00000,Salem city
162,17,000,00000,67372,00000,Sammons Point village
162,17,000,00000,67444,00000,Sandoval village
162,17,000,00000,67548,00000,Sandwich city
162,17,000,00000,67613,00000,San Jose village
162,17,000,00000,67756,00000,Sauget village
162,17,000,00000,67769,00000,Sauk Village village
162,17,000,00000,67795,00000,Saunemin village
162,17,000,00000,67821,00000,Savanna city
162,17,000,00000,67860,00000,Savoy village
162,17,000,00000,67873,00000,Sawyerville village
162,17,000,00000,67912,00000,Saybrook village
162,17,000,00000,67925,00000,Scales Mound village
162,17,000,00000,68003,00000,Schaumburg village
162,17,000,00000,68081,00000,Schiller Park village
162,17,000,00000,68120,00000,Schram City village
162,17,000,00000,68198,00000,Sciota village
162,17,000,00000,68406,00000,Scottville village
162,17,000,00000,68458,00000,Seaton village
162,17,000,00000,68471,00000,Seatonville village
162,17,000,00000,68510,00000,Secor village
162,17,000,00000,68640,00000,Seneca village
162,17,000,00000,68705,00000,Sesser city
162,17,000,00000,68822,00000,Shabbona village
162,17,000,00000,68991,00000,Shannon village
162,17,000,00000,69082,00000,Shawneetown city
162,17,000,00000,69147,00000,Sheffield village
162,17,000,00000,69186,00000,Shelbyville city
162,17,000,00000,69212,00000,Sheldon village
162,17,000,00000,69277,00000,Sheridan village
162,17,000,00000,69342,00000,Sherman village
162,17,000,00000,69368,00000,Sherrard village
162,17,000,00000,69524,00000,Shiloh village
162,17,000,00000,69563,00000,Shipman town
162,17,000,00000,69758,00000,Shorewood village
162,17,000,00000,69797,00000,Shumway village
162,17,000,00000,69810,00000,Sibley village
162,17,000,00000,69836,00000,Sidell village
162,17,000,00000,69875,00000,Sidney village
162,17,000,00000,69914,00000,Sigel town
162,17,000,00000,69979,00000,Silvis city
162,17,000,00000,70005,00000,Simpson village
162,17,000,00000,70031,00000,Sims village
162,17,000,00000,70122,00000,Skokie village
162,17,000,00000,70161,00000,Sleepy Hollow village
162,17,000,00000,70213,00000,Smithboro village
162,17,000,00000,70226,00000,Smithfield village
162,17,000,00000,70252,00000,Smithton village
162,17,000,00000,70460,00000,Somonauk village
162,17,000,00000,70525,00000,Sorento village
162,17,000,00000,70564,00000,South Barrington village
162,17,000,00000,70590,00000,South Beloit city
162,17,000,00000,70629,00000,South Chicago Heights village
162,17,000,00000,70720,00000,South Elgin village
162,17,000,00000,70759,00000,Southern View village
162,17,000,00000,70850,00000,South Holland village
162,17,000,00000,70889,00000,South Jacksonville village
162,17,000,00000,71175,00000,South Pekin village
162,17,000,00000,71240,00000,South Roxana village
162,17,000,00000,71370,00000,South Wilmington village
162,17,000,00000,71422,00000,Sparland village
162,17,000,00000,71448,00000,Sparta city
162,17,000,00000,71474,00000,Spaulding village
162,17,000,00000,71526,00000,Spillertown village
162,17,000,00000,71604,00000,Spring Bay village
162,17,000,00000,71643,00000,Springerton village
162,17,000,00000,72000,00000,Springfield city
162,17,000,00000,72052,00000,Spring Grove village
162,17,000,00000,72156,00000,Spring Valley city
162,17,000,00000,72221,00000,Standard village
162,17,000,00000,72234,00000,Standard City village
162,17,000,00000,72260,00000,Stanford village
162,17,000,00000,72403,00000,Staunton city
162,17,000,00000,72468,00000,Steeleville village
162,17,000,00000,72520,00000,Steger village
162,17,000,00000,72546,00000,Sterling city
162,17,000,00000,72624,00000,Steward village
162,17,000,00000,72650,00000,Stewardson village
162,17,000,00000,72676,00000,Stickney village
162,17,000,00000,72702,00000,Stillman Valley village
162,17,000,00000,72780,00000,Stockton village
162,17,000,00000,72884,00000,Stonefort village
162,17,000,00000,72923,00000,Stone Park village
162,17,000,00000,72949,00000,Stonington village
162,17,000,00000,73027,00000,Stoy village
162,17,000,00000,73040,00000,Strasburg village
162,17,000,00000,73131,00000,Strawn village
162,17,000,00000,73157,00000,Streamwood village
162,17,000,00000,73170,00000,Streator city
162,17,000,00000,73261,00000,Stronghurst village
162,17,000,00000,73287,00000,Sublette village
162,17,000,00000,73391,00000,Sugar Grove village
162,17,000,00000,73495,00000,Sullivan city
162,17,000,00000,73547,00000,Summerfield village
162,17,000,00000,73638,00000,Summit village
162,17,000,00000,73703,00000,Sumner city
162,17,000,00000,73943,00000,Sun River Terrace village
162,17,000,00000,74119,00000,Swansea village
162,17,000,00000,74223,00000,Sycamore city
162,17,000,00000,74275,00000,Symerton village
162,17,000,00000,74301,00000,Table Grove village
162,17,000,00000,74379,00000,Tallula village
162,17,000,00000,74444,00000,Tamaroa village
162,17,000,00000,74457,00000,Tamms village
162,17,000,00000,74470,00000,Tampico village
162,17,000,00000,74561,00000,Taylor Springs village
162,17,000,00000,74574,00000,Taylorville city
162,17,000,00000,74665,00000,Tennessee village
162,17,000,00000,74743,00000,Teutopolis village
162,17,000,00000,74847,00000,Thawville village
162,17,000,00000,74860,00000,Thayer village
